colorname,desc2,description,fit,fitinfo,fulldescription,itemid,name,url,Classification
['Red'],[],['Revolutionary snowshoes built for kids.'],[],"[""Fit kids' winter boots size 4 to 7.""]","['Revolutionary snowshoes built for kids.', 'Size & Fit', ""Fit kids' winter boots size 4 to 7."", 'Specs', 'Length: 19""L.', 'Capacity: 50 to 110 lb.', 'Weight: 4 lb. 4 oz. per pair.', '         .snowshoes-p7 {             font-family: Arial, Helvetica, sans-serif;             background-color: #efefef;                  }         .content-div {             width: 44%;             float: left;             margin: 20px 25px 0 20px;         }                  .snowshoes-p7 .img-div img {            margin: 20px 0;         }         .snowshoes-p7  p {             font-size: 14px;         }         .snowshoes-p7 h3 {             letter-spacing: 0.5px;             font-weight: bold;         }         .snowshoes-p7 a {             text-decoration: underline;         }         .snowshoes-p7 .buying-guide {                  font-size: 14px;         }              ', 'FIND WINTER ADVENTURE', 'Walk your favorite trails all winter long. We have the perfect snowshoes for every type of hiker.    ', 'SNOWSHOES BUYING GUIDE', 'HOW TO SNOWSHOE VIDEO', 'Construction', 'Frame is made from exceptionally lightweight and durable 6,000-series aluminum.', 'The Boa-closure is made from 49 individual strands of aircraft grade stainless steel wire.', 'Deck is built from rugged polyethylene.', 'New deck mounts stiffen the deck to make a more responsive snowshoe.', 'Additional Features', 'Easy-to-use Boa-closure allows superfast binding adjustment even for kids wearing mittens', 'Adapts to fit most types and sizes of winter boot.', 'Incredibly easy to switch between users of different size feet.', 'Package includes three-piece 7,000-series aluminum snowshoe poles and heavy-duty snowshoe bag.', 'Imported.', 'Questions?', 'Chat with an Expert', '     .snowshoes-j7 {         font-family: Arial, Helvetica, sans-serif;         background-color: #efefef;         padding: 10px;     }     .snowshoes-j7 h3 {         letter-spacing: 0.5px;         font-weight: bold;     }     .snowshoes-j7  p {         font-size: 14px;         margin-bottom: 10px;     }     .snowshoes-j7 a {         text-decoration: underline;         font-size: 11px;     }     .snowshoes-j7 img {        margin: 20px 5px 5px;     } ', 'FIND WINTER ADVENTURE', 'Walk your favorite trails all winter long. We have the perfect snowshoes for every type of hiker.', 'SNOWSHOES BUYING GUIDE', 'HOW TO SNOWSHOE VIDEO']",['297865'],Kids' Trailblazer Snowshoe with Boa Bindings Package,https://www.llbean.com/llb/shop/89862?page=kids-trailblazer-snowshoe-with-boa-bindings-package&bc=32-508925-509138&feat=509138-gn3&csp=s&attrvalue_0=red,Snowshoes
"['Alloy Gray', 'Dark Ash', 'Dark Driftwood', 'Field Olive']",[],"['The comfort and style of your favorite chinos, in a rugged pair of outdoor pants ideal for any outdoor activity.']",['Standard Fit.'],['Standard Fit: Sits lower on the waist and straight through the hip and thigh for a streamlined look.'],"['The comfort and style of your favorite chinos, in a rugged pair of outdoor pants ideal for any outdoor activity.', 'Size & Fit', 'Standard Fit: Sits lower on the waist and straight through the hip and thigh for a streamlined look.', 'Fabric & Care', '60% cotton, 40% nylon.', 'Machine wash and dry.', 'Additional Features', 'Rugged cotton-blend canvas dries faster than pure cotton for improved comfort.', 'Durably constructed with reinforced contrast-colored seams; extra layer of fabric at inner hem.', 'Articulated knees let you move freely.', 'Seven pockets stow belongings securely.', 'Part of our Traverse collection.', 'Imported.', 'Questions?', 'Chat with an Expert']",['288083'],Riverton Pants,https://www.llbean.com/llb/shop/82220?page=riverton-pants&bc=515208-515916-515920&feat=515920-gn3&csp=a,Pants
"['Evening Blue', 'Kelp Green', 'Nautical Navy', 'Pewter', 'Sailcloth', 'Sienna Clay', 'Bright Sapphire']","[""Our customers (and employees) love the rugged construction and heritage-inspired styling of our popular Sweater Fleece Pullover and wear it for absolutely everything. From high-intensity activities to everyday tasks, you'll find yourself reaching for it every time.""]",['The ultimate sweater fleece – made from superior fabric and offered at an unbeatable price.'],[],"['Slightly Fitted: Softly shapes the body.', 'Falls at hip.']","['The ultimate sweater fleece – made from superior fabric and offered at an unbeatable price.', 'Size & Fit', 'Slightly Fitted: Softly shapes the body.', 'Falls at hip.', 'Why We Love It', ""Our customers (and employees) love the rugged construction and heritage-inspired styling of our popular Sweater Fleece Pullover and wear it for absolutely everything. From high-intensity activities to everyday tasks, you'll find yourself reaching for it every time."", 'Fabric & Care', 'Rugged sweater-knit exterior and soft brushed interior for exceptional warmth and comfort.', 'Made from soft, 100% polyester.', 'Machine wash and dry.', 'Additional Features', 'Features our classic Mount Katahdin logo.', 'Snap placket.', 'Front princess seams create a feminine shape.', 'Kangaroo handwarmer pockets.', 'Cuffs and hem reinforced with jersey binding.', 'Imported.', 'Questions?', 'Chat with an Expert', '     .ski-team-container {         background-color: #F7F7F7;         margin: auto 0;         padding-bottom: 5px;     }     .ski-team-container .ski-team-logo {         margin-top: 14%;         max-width: 123px;     }     .ski-team-copy {         text-align: center;         padding: 4%;     }     .ski-team-copy h1 {         margin: -2% 0 1%;         font-size: 25px;         line-height: 25px;         padding-bottom: 5px;     }     .ski-team-copy p {         font-size: 14px;     }     .ski-team-copy a {         font-size: 13px;     }     @media only screen and (min-device-width:768px) and (max-device-width:1024px) and (orientation:portrait) {         .ski-team-copy p,         .ski-team-copy h1,         .ski-team-copy a {             font-size: 12px;         }         .ski-team-copy h1 {             line-height: 12px;         }         .ski-team-copy p {             font-size: 13px;         }         .ski-team-container .ski-team-logo {             max-width: 75px;         }     }     @media only screen and (min-device-width:768px) and (max-device-width:1024px) and (orientation:landscape) {         .ski-team-copy h1 {             line-height: 20px;             font-size: 20px;         }         .ski-team-copy p {             font-size: 11px;         }         .ski-team-copy a {             font-size: 12px;         }         .ski-team-container .ski-team-logo {             max-width: 90px;         }     } ', 'L.L.Bean – Official Supplier to the U.S. Ski Team', 'THEIR WILL TO WIN, ', ' WOVEN RIGHT IN.', 'LEARN MORE', '     .hr-p6 {         color: #717171;         margin: 20px 0;     }     .dtb-p6 {         color: #464749;         font-size: 14px;         font-family: Arial, Helvetica, sans-serif;         width: 70%;          display: block;          float: left;     }     .dtb-p6 h3 {         font-size: 24px;         margin-top: 15px;     }     .dtb-p6 h4 {         margin: -10px 0 5px;     }     .dtb-p6 a {         font-size: 13px;         text-decoration: underline;     }     .dtb-p6 p {         line-height: 22px;         margin-bottom: 5px;     }     .img-p6 {         float: left;             } ', 'Your Logo. Our Quality.', 'SAVE UP TO 20% WITH VOLUME DISCOUNTS', 'Add your logo to this product for business', 'outfitting, gear and gifts.', 'L.L.Bean for Business']",[],L.L.Bean Sweater Fleece Pullover,https://www.llbean.com/llb/shop/86637?page=l-l-bean-sweater-fleece-pullover&bc=12-27-610-504728-504732&feat=504732-gn3&csp=f,Jackets
['Granite'],[],"['Weather conditions and terrain change on the trail, but you can depend on these women’s Merrell hiking boots for waterproof protection, support and comfort from trailhead to summit and back.']",[],[],"['Weather conditions and terrain change on the trail, but you can depend on these women’s Merrell hiking boots for waterproof protection, support and comfort from trailhead to summit and back.', 'Specs', 'Approx. weight: 1 lb. 3 oz. per pair.', 'Construction', 'Performance suede leather-and-mesh upper.', 'Waterproof layer keeps water out and allows vapor to escape, and is treated to control bacteria.', 'Ventilated bellows tongue enhances breathability and keeps debris out.', 'Rubber toe cap and heel counter add protection and make it easy to clean off mud.', 'Blended EVA contoured footbed, molded nylon arch shank and molded footframe cushion every step.', 'Air inserts under the heel help absorb shock and enhance stability.', 'Durable Vibram® Multi-Sport™ TC5+ rubber outsole with 5 mm lugs provides tenacious grip.', 'Imported.', 'Questions?', 'Chat with an Expert']",['304816'],Women's Merrell Moab 2 Waterproof Hiking Boots,https://www.llbean.com/llb/shop/116804?page=women-s-merrell-moab-2-waterproof-hiking-boots&bc=511171-508403&feat=508403-gn1&csp=a&attrvalue_0=granite,Boots
['French Blue'],[],"[""Made of very fine pinpoint oxford cloth and finished with feminine details, our Women's wrinkle-free three-quarter-sleeve striped oxford shirt always looks polished, even after all-day wear.""]",['Slightly Fitted'],"['Slightly Fitted: Softly shapes the body.', 'Falls at hip.']","[""Made of very fine pinpoint oxford cloth and finished with feminine details, our Women's wrinkle-free three-quarter-sleeve striped oxford shirt always looks polished, even after all-day wear."", 'Size & Fit', 'Slightly Fitted: Softly shapes the body.', 'Falls at hip.', 'Fabric & Care', '100% cotton treated to resist wrinkles.', 'Machine wash and dry.', 'Additional Features', 'Narrow placket.', 'Pearlized buttons.', 'Taped seams stay smooth for little or no ironing.', 'Plus sizes feature body darts.', 'Imported.', 'Questions?', 'Chat with an Expert']",[],"Wrinkle-Free Pinpoint Oxford Shirt, Three-Quarter Sleeve Slightly Fitted Stripe",https://www.llbean.com/llb/shop/88599?page=wrinkle-free-pinpoint-oxford-shirt-three-quarter-sleeve-slightly-fitted-stripe&bc=516719-516272-516273&feat=516273-gn3&csp=a&attrvalue_0=french%20blue,Shirts
"['Navy Stripe', 'Sailcloth', 'Natural', 'Navy Multi']",[],"['From the beach to the garden, this paper sun hat has an extra-wide brim for plenty of sun protection and effortless style.']",[],[],"['From the beach to the garden, this paper sun hat has an extra-wide brim for plenty of sun protection and effortless style.', 'Fabric & Care', '100% paper construction.', 'UPF 50+ rated – the highest rated sun protection possible.', 'Spot clean.', 'Additional Features', 'Slightly floppy for a fun, stylish look.', 'Imported.', 'Questions?', 'Chat with an Expert', '     #sun-protect {         background-color: #F7F7F7;         height: 135px;         margin-bottom: 20px;     }     #sun-protect img {         float: left;         margin: 17px 0 0 45px;         width: 80px;         height: auto;     }     #sun-protect p:first-of-type {         display: inline-block;         margin: 30px 0 0 40px;         line-height: 20px;     }     #sun-protect p:last-of-type {         display: inline-block;         line-height: 20px;         margin-left: 40px;         width: 53%;     }     @media only screen and (min-device-width:768px) and (max-device-width:1024px) and (orientation:portrait) {         #sun-protect {             height: 84px;             margin-top: 55px;         }         #sun-protect img {             width: 17%;             margin: 14px 0 0 20px;         }         #sun-protect p {             line-height: 12px !important;             font-size: 9px !important;             display: block !important;         }         #sun-protect p:first-of-type {             margin: -39px 0px 0px 80px !important;             padding-top: 19px !important;         }         #sun-protect p:last-of-type {             margin-left: 80px !important;             width: 60% !important;         }     }     @media only screen and (min-device-width:768px) and (max-device-width:1024px) and (orientation:landscape) {         #sun-protect p {             font-size: 11px;         }         #sun-protect img {             margin: 17px 0 0 25px !important;         }     } ', ""Sun Protection That Won't Wear Off"", ""Our high-performance fabric provides SPF 50+ sun protection, blocking 98% of the sun's harmful rays.""]",['503614'],Women's Essential Sun Hat,https://www.llbean.com/llb/shop/120028?page=women-s-essential-sun-hat&bc=32-516686-302-506209&feat=506209-gn3&csp=s,Headwear
['Black'],[],['This advanced remote dog training system features an easy-to-use waterproof transmitter and dog-collar receiver that will give you more control over your dog.'],[],[],"['This advanced remote dog training system features an easy-to-use waterproof transmitter and dog-collar receiver that will give you more control over your dog.', 'Construction', 'Easy-to-use waterproof transmitter and dog-collar receiver with half-mile range.', 'Efficient three-button controller design allows for use with, stimulation, tone or vibration.', '18 levels of continuous stimulation, 18 levels of momentary stimulation plus tone and vibration.', 'Easy-to-read LCD screen.', 'Convenient side buttons for dog selection and level adjustment.', 'Additional Features', ""Includes long and short contact points so you can adapt the receiver to your dog's fur length."", ""System remembers your dog's individual training settings."", 'Includes long-lasting rechargeable lithium-ion battery.', 'Accommodates up to three dogs with additional collars, sold separately.', 'Imported.', 'Questions?', 'Chat with an Expert']",['302453'],Garmin Delta XC Electronic Dog Collar Bundle,https://www.llbean.com/llb/shop/112764?page=garmin-delta-xc-electronic-dog-collar-bundle&bc=29-507929-507026&feat=507026-gn1&csp=f&attrvalue_0=black,Dog Accessories
['Riviera Blue'],"['We designed our best-priced swimwear with thoughtful features – not frills – for the very best performance and value. With great coverage, stay-put shape and quick-drying comfort, it’s why customers return to it again and again.']","['The best value under the sun, our watercolor-print one-piece bathing suit stays strong and looks great in premium Italian swim fabric. It’s breathable, quick-drying, chlorine-resistant and proof you can find a great swimsuit at a great price.']",[],['Moderate leg openings.'],"['The best value under the sun, our watercolor-print one-piece bathing suit stays strong and looks great in premium Italian swim fabric. It’s breathable, quick-drying, chlorine-resistant and proof you can find a great swimsuit at a great price.', 'Size & Fit', 'Moderate leg openings.', 'Why We Love It', 'We designed our best-priced swimwear with thoughtful features – not frills – for the very best performance and value. With great coverage, stay-put shape and quick-drying comfort, it’s why customers return to it again and again.', 'Fabric & Care', '80% nylon, 20% Lycra Xtra Life fiber.', 'Lycra Xtra Life provides long-lasting fit.', 'It resists degradation from sun, chlorine and heat up to 10 times longer than unprotected fabrics.', 'Full front lining: 95% polyester, 5% spandex.', 'UPF 50+ rated – the highest rated sun protection possible.', 'Handwash, line dry.', 'Additional Features', 'Stretchy, breathable, quick-drying chlorine-resistant fabric keeps its shape.', 'Soft-cup bra.', 'Imported.', 'Questions?', 'Chat with an Expert', '     #sun-protect {         background-color: #F7F7F7;         height: 135px;         margin-bottom: 20px;     }     #sun-protect img {         float: left;         margin: 17px 0 0 45px;         width: 80px;         height: auto;     }     #sun-protect p:first-of-type {         display: inline-block;         margin: 30px 0 0 40px;         line-height: 20px;     }     #sun-protect p:last-of-type {         display: inline-block;         line-height: 20px;         margin-left: 40px;         width: 53%;     }     @media only screen and (min-device-width:768px) and (max-device-width:1024px) and (orientation:portrait) {         #sun-protect {             height: 84px;             margin-top: 55px;         }         #sun-protect img {             width: 17%;             margin: 14px 0 0 20px;         }         #sun-protect p {             line-height: 12px !important;             font-size: 9px !important;             display: block !important;         }         #sun-protect p:first-of-type {             margin: -39px 0px 0px 80px !important;             padding-top: 19px !important;         }         #sun-protect p:last-of-type {             margin-left: 80px !important;             width: 60% !important;         }     }     @media only screen and (min-device-width:768px) and (max-device-width:1024px) and (orientation:landscape) {         #sun-protect p {             font-size: 11px;         }         #sun-protect img {             margin: 17px 0 0 25px !important;         }     } ', ""Sun Protection That Won't Wear Off"", ""Our high-performance fabric provides SPF 50+ sun protection, blocking 98% of the sun's harmful rays."", '     #swim-p6 {         background-color: #F7F7F7;         height: 170px;         width: 100%;         display: inline-block;     }     #swim-p6 img {         float: left;         margin: 34px 0 0 30px;         width: 88px;         height: auto;     }     #swim-p6 p {         display: inline-block;         margin: 60px 0 0 25px;         line-height: 24px;         font-size: 14px;     }     @media only screen and (min-device-width:768px) and (max-device-width:1024px) and (orientation:portrait) {         #swim-p6 {             height: 80px;         }         #swim-p6 img {             margin: 16px 0 0 16px;             width: 40px;         }         #swim-p6 p {             margin: 27px 0 0 5px;             line-height: 14px;             font-size: 9px;         }      }     @media only screen and (min-device-width:768px) and (max-device-width:1024px) and (orientation:landscape) {         #swim-p6 {             height: 128px;         }         #swim-p6 img {             width: 52px;             margin: 34px 0 0 30px;         }         #swim-p6 p {             margin: 46px 0px 0px 20px;             line-height: 18px;             font-size: 11px;         }     } ', 'This fabric is recommended by The Skin Cancer', 'Foundation as an effective UV protectant.']",[],"BeanSport Swimwear, Tank with Soft Cups Watercolor Print",https://www.llbean.com/llb/shop/121063?page=beansport-swimwear-tank-with-soft-cups-watercolor-print&bc=32-516686-302-8356&feat=8356-gn3&csp=s&attrvalue_0=riviera%20blue,Swimwear
"['Bright Navy', 'Graystone', 'Hickory']",[],"['Our merino wool hiking socks outperform the competition, both in the lab and with testers in the field.']",[],[],"['Our merino wool hiking socks outperform the competition, both in the lab and with testers in the field.', 'Fabric & Care', '78% merino wool, 20% stretch nylon, 2% elastic lightweight blend.', 'Machine wash and dry.', 'Additional Features', ""Itch-free merino wool wicks away moisture so feet stay comfortable while you're active."", 'USA, fabric imported.', 'Questions?', 'Chat with an Expert']",['209655'],"Cresta Hiking Socks, Lightweight Two-Pack",https://www.llbean.com/llb/shop/33721?page=cresta-hiking-socks-lightweight-two-pack&bc=906&feat=906-gn0&csp=a,Socks
"['Matte Black/Polar Blue Mirror', 'Matte Tortoise/Polar Brown']",[],"['Similar to the Smith Survey, the Forge polarized sunglasses are made for fishermen with large faces. The taller lens shape and thicker temples provide additional sun protection, great for fishermen who spend a lot of time on the water.']",[],[],"['Similar to the Smith Survey, the Forge polarized sunglasses are made for fishermen with large faces. The taller lens shape and thicker temples provide additional sun protection, great for fishermen who spend a lot of time on the water.', 'Construction', 'Carbonic polarized lenses are optically tuned to give you visual comfort and impact resistance.', '100% UV protection, and feature a water- and oil-resistant coating.', 'Lightweight, durable Evolve frame is over 53% renewable plant material.', 'Auto-lock hinges, and hydrophilic megol nose and temple pads for a secure fit.', 'Additional Features', 'Fit large faces best.', 'Imported.', 'Questions?', 'Chat with an Expert']",['310112'],Smith Forge Carbonic Polarized Fishing Sunglasses,https://www.llbean.com/llb/shop/122620?page=smith-forge-carbonic-polarized-fishing-sunglasses&bc=29-516713-804&feat=804-gn3&csp=f,Sunglasses
"['Chalky Teal/Sea Glass', 'Quarry Gray/Platinum', 'Red Violet/Mulberry']","['We start with premium 850 down, which provides more warmth for its weight, and then treat it with revolutionary DownTek that allows our jackets to do what many others can’t – keep you warm, even in wet conditions. Unlike ordinary down that soaks up moisture, ours absorbs 33% less moisture and dries 66% faster so it stays light, lofty and warm. On the outside, the game-changing Pertex Quantum nylon shell is tightly woven to resist the elements.']","['Our revolutionary 850 down sweater defies cold, wet weather – and comparison. We combined all the best outerwear technology – innovative DownTek fill, 850-fill-power and a Pertex Quantum nylon shell – for unbeatable performance.']",[],"['Slightly Fitted.', 'Best with lightweight layer.', 'Falls at hip.']","['Our revolutionary 850 down sweater defies cold, wet weather – and comparison. We combined all the best outerwear technology – innovative DownTek fill, 850-fill-power and a Pertex Quantum nylon shell – for unbeatable performance.', 'Light activity: to 30°  Moderate activity: to -20°', 'about comfort ratings', 'Size & Fit', 'Slightly Fitted.', 'Best with lightweight layer.', 'Falls at hip.', 'Why We Love It', 'We start with premium 850 down, which provides more warmth for its weight, and then treat it with revolutionary DownTek that allows our jackets to do what many others can’t – keep you warm, even in wet conditions. Unlike ordinary down that soaks up moisture, ours absorbs 33% less moisture and dries 66% faster so it stays light, lofty and warm. On the outside, the game-changing Pertex Quantum nylon shell is tightly woven to resist the elements.', 'Fabric & Care', '850-fill-power goose down is one of the highest on the market, delivering more warmth for weight.', 'Premium Pertex Quantum nylon shell is tightly woven for wind and weather-resistance.', 'Certified by the Responsible Down Standard, ensuring the humane treatment of animals.', 'Machine wash and dry.', 'Additional Features', 'Narrow down-quilting channels create a streamlined appearance.', 'Adjustable drawcord at the hem.', 'Virtually weightless style easily packs away into its own pocket.', 'Imported.', 'Questions?', 'Chat with an Expert', '     .ski-team-container {         background-color: #F7F7F7;         margin: auto 0;         padding-bottom: 5px;     }     .ski-team-container .ski-team-logo {         margin-top: 14%;         max-width: 123px;     }     .ski-team-copy {         text-align: center;         padding: 4%;     }     .ski-team-copy h1 {         margin: -2% 0 1%;         font-size: 25px;         line-height: 25px;         padding-bottom: 5px;     }     .ski-team-copy p {         font-size: 14px;     }     .ski-team-copy a {         font-size: 13px;     }     @media only screen and (min-device-width:768px) and (max-device-width:1024px) and (orientation:portrait) {         .ski-team-copy p,         .ski-team-copy h1,         .ski-team-copy a {             font-size: 12px;         }         .ski-team-copy h1 {             line-height: 12px;         }         .ski-team-copy p {             font-size: 13px;         }         .ski-team-container .ski-team-logo {             max-width: 75px;         }     }     @media only screen and (min-device-width:768px) and (max-device-width:1024px) and (orientation:landscape) {         .ski-team-copy h1 {             line-height: 20px;             font-size: 20px;         }         .ski-team-copy p {             font-size: 11px;         }         .ski-team-copy a {             font-size: 12px;         }         .ski-team-container .ski-team-logo {             max-width: 90px;         }     } ', 'L.L.Bean – Official Supplier to the U.S. Ski Team', 'THEIR WILL TO WIN, ', ' WOVEN RIGHT IN.', 'LEARN MORE']",[],"Women’s Ultralight 850 Down Sweater Hooded Jacket, Colorblock",https://www.llbean.com/llb/shop/115615?page=women-s-ultralight-850-down-sweater-hooded-jacket-colorblock&bc=12-27-509757&feat=509757-gn2&csp=f,Jackets
"['Burlap', 'Platinum']",[],"[""Protect against muddy paws and make your pet's journey more comfortable with this machine-washable, multi-use dog blanket, specifically designed for car travel and families on the go.""]",[],[],"[""Protect against muddy paws and make your pet's journey more comfortable with this machine-washable, multi-use dog blanket, specifically designed for car travel and families on the go."", 'Specs', 'Dimensions: 41""H x 25""W.', 'Straps: 22""L.', 'Fabric & Care', 'Features soft 70% polyester/30% acrylic sherpa fleece.', 'Underside is constructed from durable 100% cotton twill.', 'Machine wash and dry.', 'Additional Features', 'Cleverly designed for multiple seating/sleeping options.', ""Attach straps to a bucket seat's head rest for secure single seat ride."", 'Fully unroll to cover a bench-style seat.', 'Use in the house as a familiar sleeping surface for the couch, foot of the bed or crate.', 'Portable design - simply roll up and tie to take on the next adventure.', 'Offers machine-washable protection against dirt, fur and stains.', 'Imported.', 'Questions?', 'Chat with an Expert']",['505329'],Rugged Travel Dog Blanket,https://www.llbean.com/llb/shop/121328?page=rugged-travel-dog-blanket&bc=31-134-507408&feat=507408-gn3&csp=f,Dog Accessories
"['Bright Sapphire', 'Cactus', 'Night', 'Teal Shadow']",[],"[""We've combined the freedom of a sandal with the closed-toe protection of a shoe for the perfect water sandal.""]",[],['Half sizes order down.'],"[""We've combined the freedom of a sandal with the closed-toe protection of a shoe for the perfect water sandal."", 'Size & Fit', 'Half sizes order down.', 'Construction', 'Rugged design with a toe bumper for added protection.', 'Molded EVA midsole dries quickly and cradles feet in comfort.', 'Quick-drying synthetic upper is lined with soft stretchy neoprene.', 'Adjustable hook-and-loop strap and pull-on loop for easy on/off.', 'Nonmarking rubber outsole.', 'Imported.', 'Questions?', 'Chat with an Expert']",['504069'],Kids' Explorer Sandals,https://www.llbean.com/llb/shop/120346?page=kids-explorer-sandals&bc=&feat=512964-cl0&csp=a,Shoes
"['Evening Blue', 'Kelp Green', 'Nautical Navy', 'Pewter', 'Sailcloth', 'Sienna Clay', 'Bright Sapphire']","[""Our customers (and employees) love the rugged construction and heritage-inspired styling of our popular Sweater Fleece jacket and wear it for absolutely everything. From high-intensity activities to everyday tasks, you'll find yourself reaching for it every time.""]",['The ultimate sweater fleece – made from superior fabric and offered at an unbeatable price.'],[],"['Slightly Fitted: Softly shapes the body.', 'Falls at hip.']","['The ultimate sweater fleece – made from superior fabric and offered at an unbeatable price.', 'Size & Fit', 'Slightly Fitted: Softly shapes the body.', 'Falls at hip.', 'Why We Love It', ""Our customers (and employees) love the rugged construction and heritage-inspired styling of our popular Sweater Fleece jacket and wear it for absolutely everything. From high-intensity activities to everyday tasks, you'll find yourself reaching for it every time."", 'Fabric & Care', 'Rugged sweater-knit exterior and soft brushed interior for exceptional warmth and comfort.', 'Made from soft, 100% polyester fleece.', 'Machine wash and dry.', 'Additional Features', 'Features our classic Mount Katahdin logo.', 'Wind flap at zipper seals out cold air.', 'Front zip hand warmer pockets.', 'Zippered pocket on left arm secures valuables.', 'Cuffs and hem reinforced with jersey binding.', 'Droptail hem for additional coverage.', 'Imported.', 'Questions?', 'Chat with an Expert']",[],Women's L.L.Bean Sweater Fleece Full-Zip Jacket,https://www.llbean.com/llb/shop/120713?page=women-s-l-l-bean-sweater-fleece-full-zip-jacket&bc=516720&feat=516720-gn0&csp=a,Jackets
"['Lapis Quartz', 'Pale Turquoise', 'Pewter', 'Sunlit Coral', 'Tropical Peach', 'White']",[],['Our five-star sleeveless button-up shirt has a fit to flatter and SunSmart™ protection to block the sun’s harmful UV rays.'],['Slightly Fitted'],"['Slightly Fitted: Softly shapes the body.', 'Falls at hip.']","['Our five-star sleeveless button-up shirt has a fit to flatter and SunSmart™ protection to block the sun’s harmful UV rays.', 'Size & Fit', 'Slightly Fitted: Softly shapes the body.', 'Falls at hip.', 'Fabric & Care', 'Shell: 71% nylon, 29% polyester.', 'Cape lining: 100% polyester.', 'Built-in SunSmart™ UPF 50+ rated – the highest rated sun protection possible.', 'Machine wash and dry.', 'Additional Features', 'Updated design with smoother buttons.', 'Wrinkle resistant.', 'Low-profile pockets and side shaping offer a more flattering fit.', 'Front and back cape venting.', 'Two front pockets, tool tabs and eyewear loop.', 'Imported.', 'Questions?', 'Chat with an Expert', '     #sun-protect {         background-color: #F7F7F7;         height: 135px;         margin-bottom: 20px;     }     #sun-protect img {         float: left;         margin: 17px 0 0 45px;         width: 80px;         height: auto;     }     #sun-protect p:first-of-type {         display: inline-block;         margin: 30px 0 0 40px;         line-height: 20px;     }     #sun-protect p:last-of-type {         display: inline-block;         line-height: 20px;         margin-left: 40px;         width: 53%;     }     @media only screen and (min-device-width:768px) and (max-device-width:1024px) and (orientation:portrait) {         #sun-protect {             height: 84px;             margin-top: 55px;         }         #sun-protect img {             width: 17%;             margin: 14px 0 0 20px;         }         #sun-protect p {             line-height: 12px !important;             font-size: 9px !important;             display: block !important;         }         #sun-protect p:first-of-type {             margin: -39px 0px 0px 80px !important;             padding-top: 19px !important;         }         #sun-protect p:last-of-type {             margin-left: 80px !important;             width: 60% !important;         }     }     @media only screen and (min-device-width:768px) and (max-device-width:1024px) and (orientation:landscape) {         #sun-protect p {             font-size: 11px;         }         #sun-protect img {             margin: 17px 0 0 25px !important;         }     } ', ""Sun Protection That Won't Wear Off"", ""Our high-performance fabric provides SPF 50+ sun protection, blocking 98% of the sun's harmful rays.""]",['293309'],"Women's Tropicwear Shirt, Sleeveless",https://www.llbean.com/llb/shop/86183?page=women-s-tropicwear-shirt-sleeveless&bc=516719-516272-516273&feat=516273-gn3&csp=a,Shirts
['Natural'],['Our beautiful handwoven natural wool runner is a unique piece that is built to last. This reversible rug will add a casual and timeless comfort through the textures of the natural wool.'],['The handwoven flat-weave construction of our beautiful striped runner showcases the many textures of natural wool. This piece will add a casual comfort that works with any decor.'],[],[],"['The handwoven flat-weave construction of our beautiful striped runner showcases the many textures of natural wool. This piece will add a casual comfort that works with any decor.', 'Specs', 'Dimensions: 2\'3"" x 8\'.', 'Why We Love It', 'Our beautiful handwoven natural wool runner is a unique piece that is built to last. This reversible rug will add a casual and timeless comfort through the textures of the natural wool.', 'Fabric & Care', '100% wool.', 'Spot or professionally clean.', 'Imported.', 'Questions?', 'Chat with an Expert']",['302754'],"Striped Wool Flat-Weave Rug, Runner",https://www.llbean.com/llb/shop/115738?page=striped-wool-flat-weave-rug-runner&bc=31-514001-506691&feat=506691-gn2&csp=f&attrvalue_0=natural,Rugs
"['Forest Green', 'Lava Red']",[],"[""This lightweight, super packable chair is comfortable, portable and sets up in seconds. It's perfect for use in tight spaces like hunting blinds or when a regular camp chair is too big.""]",[],[],"[""This lightweight, super packable chair is comfortable, portable and sets up in seconds. It's perfect for use in tight spaces like hunting blinds or when a regular camp chair is too big."", 'Specs', 'Seat height: 17"".', 'Overall height: 36"".', 'Weight: 5 lb.', 'Capacity: 250 lb.', 'Construction', 'Seat material is rugged 600-denier polyester.', 'Heavy-duty folding steel frame.', 'Additional Features', 'Lightweight and packable, with a shoulder strap for transport.', 'Mesh pocket for quick access to essentials.', 'Imported.', 'Questions?', 'Chat with an Expert']",['503569'],L.L.Bean TriPod Quick Chair,https://www.llbean.com/llb/shop/119964?page=l-l-bean-tripod-quick-chair&bc=29-915-9925&feat=9925-gn1&csp=f,Chairs
